二筛排名,代码,TS代码,板块,简称,二筛总分,评级档,异常惩罚,PE_TTM,扣非PE,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,FCF净利润转化率,股数3年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,经营现金流_原始值
198,002550,002550.SZ,深,千红制药,47.1,C-暂缓,8.0,29.3389,37.9758,43.78,-1.18,nan,否,FCF/NI<70%,-11.97,5.28,nan,-23.06,-11.45,58.36,23.75,14.13,12.61,10.43,0.1164,959.83,0.589,0.0,2.95,12.03,361361453
199,301606,301606.SZ,创,绿联科技,47.1,C-暂缓,16.0,26.5042,27.2827,45.6,28.23,18.11,否,应收增速>营收；FCF/NI<70%,35.21,28.7,nan,76.96,39.35,37.01,7.41,22.22,15.94,30.86,0.4463,128.45,-0.1172,0.0,53.83,52.76,-35327162
200,603132,603132.SH,沪,金徽股份,47.1,C-暂缓,8.0,26.5384,26.9609,20.65,8.96,8.34,否,FCF/NI<70%,11.62,4.8,11.93,-44.38,-21.92,64.96,31.38,15.61,7.08,60.56,1.5355,5.47,-0.7969,0.0,12.0,13.41,908829740
201,000923,000923.SZ,深,河钢资源,47.0,C-暂缓,8.0,21.3678,21.4241,43.7,-0.33,-12.39,否,FCF/NI<70%,4.94,-7.03,11.66,2.34,5.47,60.23,13.31,5.84,4.42,25.98,0.351,8077.21,-0.1786,0.0,4.61,8.84,1075093041
202,603556,603556.SH,沪,海兴电力,47.0,C-暂缓,18.0,19.0634,21.8533,40.5,11.19,8.65,否,经营现金流3Y为负；FCF/NI<70%,12.95,3.0,-7.86,12.1,13.19,38.33,15.21,9.98,7.47,25.54,0.343,60.31,0.3981,-0.17,1.09,-27.63,528305915
203,600529,600529.SH,沪,山东药玻,46.9,C-暂缓,8.0,18.6392,19.4802,21.23,5.48,4.09,否,FCF/NI<70%,2.23,3.71,31.72,0.95,11.91,33.31,15.41,8.46,6.83,17.42,0.2109,1591.79,0.505,0.0,-12.71,-26.87,576924963
204,002461,002461.SZ,深,珠江啤酒,46.8,C-暂缓,8.0,20.2711,22.0929,22.42,6.7,9.43,否,FCF/NI<70%,6.05,14.92,23.75,12.73,-32.2,48.33,15.64,8.48,5.75,30.87,0.4465,34.18,0.2485,0.0,2.56,10.62,1121407425
205,300415,300415.SZ,创,伊之密,46.6,C-暂缓,16.0,13.0424,13.234,33.53,17.35,17.29,否,应收增速>营收；FCF/NI<70%,18.01,19.0,8.72,32.89,14.69,31.71,11.75,22.63,9.27,60.29,1.5183,17.94,0.0595,-0.01,19.46,13.14,447040437
206,300457,300457.SZ,创,赢合科技,46.5,C-暂缓,0.0,20.8322,21.3401,49.48,31.69,32.4,否,无,1.55,15.29,34.22,4.73,8.92,24.37,8.29,11.15,4.58,63.59,1.7465,73.36,0.7952,-0.22,10.81,-25.46,795033778
207,600377,600377.SH,沪,宁沪高速,46.5,C-暂缓,8.0,12.6449,12.9512,20.27,20.36,13.87,否,FCF/NI<70%,15.24,8.76,6.95,23.02,-10.13,30.07,23.76,9.21,5.18,42.96,0.7532,8.26,-0.1726,0.0,-12.54,-6.75,6761638748
208,300435,300435.SZ,创,中泰股份,46.4,C-暂缓,12.0,14.7577,15.6334,53.23,6.82,18.57,否,增速异常,-5.47,17.81,19.27,1.9,11.2,29.7,16.47,13.87,9.86,24.95,0.3324,191.51,0.988,0.44,1.26,650.96,489002315
209,002244,002244.SZ,深,滨江集团,46.2,C-暂缓,8.0,14.6068,14.9567,28.44,23.72,0.52,否,FCF/NI<70%,25.93,-2.3,nan,1.7,-15.13,13.22,4.39,7.23,1.56,76.41,3.2391,10.94,-1.1782,0.0,19.86,-3.98,-4290949914
210,688612,688612.SH,科,威迈斯,46.1,C-暂缓,7.0,24.2756,26.452,21.49,57.36,151.91,否,利润增速显著快于营收,18.28,23.92,105.1,11.7,2.77,20.94,8.82,16.21,7.06,55.49,1.2467,96.75,0.731,-0.21,-0.48,35.78,831253304
211,300059,300059.SZ,创,东方财富,46.0,C-暂缓,14.0,20.519,21.1764,35.59,14.29,20.39,否,FCF/NI<70%；股数膨胀>2%,8.77,12.4,nan,-4.22,nan,84.48,75.21,14.0,3.46,76.62,3.2772,233.74,-0.8588,6.15,38.46,25.75,-10222245645
212,300957,300957.SZ,创,贝泰妮,46.0,C-暂缓,8.0,24.6982,35.6918,38.84,15.24,-1.01,否,应收增速>营收,2.24,-21.05,8.27,27.44,-7.64,74.46,9.64,8.27,6.21,24.42,0.3231,34.09,0.9557,0.0,-6.58,4.45,976595740
213,688076,688076.SH,科,ST诺泰,46.0,C-暂缓,14.0,27.9972,25.5249,46.26,27.93,22.08,否,FCF/NI<70%；股数膨胀>2%,43.95,38.39,185.44,26.82,38.51,62.64,16.75,11.46,5.51,55.47,1.2457,6.35,-2.1035,14.03,19.57,-18.61,681242899
214,002458,002458.SZ,深,益生股份,45.9,C-暂缓,6.0,27.2534,26.9113,26.59,11.01,10.84,否,股数膨胀>2%,11.82,nan,83.84,6.74,2.51,17.76,5.48,3.65,2.27,35.68,0.5547,4.25,1.5511,3.67,-5.85,-67.78,561931037
215,603218,603218.SH,沪,日月股份,45.9,C-暂缓,8.0,19.1857,20.1787,43.59,4.13,-11.28,否,FCF/NI<70%,8.74,16.07,60.41,-8.19,16.93,16.93,8.6,5.24,3.95,23.77,0.3118,40.39,0.659,0.15,33.21,-12.6,752752446
216,603369,603369.SH,沪,今世缘,45.9,C-暂缓,18.0,14.1546,14.0958,38.84,14.73,10.69,否,经营现金流3Y为负；FCF/NI<70%,8.88,1.33,-18.44,11.52,21.33,74.25,25.57,16.26,10.39,36.05,0.5637,368.11,-0.1242,-0.21,-11.81,-23.69,1508158610
217,301031,301031.SZ,创,中熔电气,45.8,C-暂缓,26.0,29.5947,30.1518,50.37,57.21,48.66,否,增速异常；FCF/NI<70%；股数膨胀>2%,42.26,37.77,125.14,43.02,8.26,40.58,18.51,29.26,14.99,49.18,0.9677,37.7,0.5592,14.05,52.89,115.13,432840843
218,600531,600531.SH,沪,豫光金铅,45.8,C-暂缓,14.0,18.5492,20.912,43.93,19.61,22.48,否,FCF/NI<70%；股数膨胀>2%,22.27,26.53,27.28,18.35,28.74,5.13,1.74,14.27,4.17,72.31,2.6114,4.32,0.1218,3.51,25.95,6.49,510154447
219,300014,300014.SZ,创,亿纬锂能,45.7,C-暂缓,8.0,20.796,27.6178,40.93,49.75,20.67,否,FCF/NI<70%,19.19,5.42,37.85,16.45,-1.37,16.17,7.0,10.01,3.8,64.18,1.7917,7.04,-0.6789,0.53,26.44,1.91,7492131667
220,601702,601702.SH,沪,华峰铝业,45.7,C-暂缓,18.0,13.4561,13.7667,42.85,25.15,36.95,否,经营现金流3Y为负；FCF/NI<70%,13.48,21.76,-21.1,13.65,17.32,13.71,9.63,20.09,13.38,33.72,0.5088,41.67,-0.2563,0.0,14.79,-1.32,160380478
221,000899,000899.SZ,深,赣能股份,45.6,C-暂缓,8.0,11.8627,11.9687,38.33,22.54,27.44,否,FCF/NI<70%,21.32,350.41,342.99,27.4,8.44,21.58,14.36,15.78,5.43,65.33,1.8843,6.68,-1.6789,0.0,6.9,49.96,2181535234
222,601689,601689.SH,沪,拓普集团,45.6,C-暂缓,14.0,29.4855,31.3902,45.99,35.35,34.59,否,FCF/NI<70%；股数膨胀>2%,22.75,17.88,25.2,19.0,13.15,19.43,9.41,12.73,6.83,45.07,0.8205,20.48,0.3943,16.4,11.21,-7.36,4482090128
223,600961,600961.SH,沪,株冶集团,45.4,C-暂缓,13.0,12.2517,10.8267,23.17,8.54,40.08,否,利润增速显著快于营收；股数膨胀>2%,12.37,121.18,42.5,-19.96,31.5,11.65,5.06,24.11,12.08,48.94,0.9585,44.73,1.4653,26.7,12.59,40.35,1840260773
224,002895,002895.SZ,深,川恒股份,45.3,C-暂缓,21.0,15.897,15.9083,26.77,36.19,56.29,否,利润增速显著快于营收；FCF/NI<70%；股数膨胀>2%,34.18,19.19,5.69,32.31,7.98,30.26,16.03,16.68,10.02,36.04,0.5635,21.8,0.2119,6.59,41.02,39.38,641898324
225,000596,000596.SZ,深,古井贡酒,45.1,C-暂缓,18.0,16.9551,17.2616,48.79,12.84,14.52,否,经营现金流3Y为负；FCF/NI<70%,4.06,3.84,-14.43,-4.85,21.03,79.26,19.33,14.06,9.25,31.66,0.4633,430.18,0.0782,0.0,-20.13,-36.21,1947212977
226,300529,300529.SZ,创,健帆生物,45.1,C-暂缓,10.0,23.9703,25.4072,36.91,0.62,-9.44,否,经营现金流3Y为负,-6.88,-15.49,-6.55,-49.09,-5.81,78.7,26.43,15.62,9.85,35.82,0.5581,13.07,1.0373,-0.38,-24.86,-34.7,721216443
227,301039,301039.SZ,创,中集车辆,45.1,C-暂缓,0.0,16.9593,17.7261,25.42,-5.3,-6.1,否,无,-5.12,-5.94,10.94,1.94,-6.69,15.89,4.59,6.14,4.07,33.32,0.4997,64.94,1.2778,-2.43,-3.91,-14.29,1575773632
228,002475,002475.SZ,深,立讯精密,45.0,C-暂缓,8.0,24.563,29.0923,33.17,29.15,19.39,否,FCF/NI<70%,15.8,20.09,10.83,22.98,4.25,11.91,5.47,19.26,6.85,66.07,1.9472,11.51,-0.0179,0.79,23.64,24.63,17325329534
229,003006,003006.SZ,深,百亚股份,44.5,C-暂缓,18.0,29.3757,31.9285,58.15,22.8,2.7,否,经营现金流3Y为负；FCF/NI<70%,29.39,3.63,-5.14,21.34,9.59,54.3,5.95,14.43,9.82,31.28,0.4552,110.86,0.3137,-0.05,7.32,-27.7,199356428
230,002152,002152.SZ,深,广电运通,44.4,C-暂缓,10.0,28.1342,30.4186,36.41,13.46,5.48,否,经营现金流3Y为负,17.0,0.3,-0.73,16.9,6.88,28.52,9.2,7.22,3.84,48.08,0.926,17.19,1.2302,0.0,10.94,-4.17,1700462988
231,600754,600754.SH,沪,锦江酒店,44.3,C-暂缓,7.0,19.6781,18.8589,35.6,6.89,32.76,否,利润增速显著快于营收,7.86,59.22,13.84,-8.83,-13.2,38.38,7.16,6.19,2.15,64.55,1.8209,4.65,2.0102,-0.12,-1.79,-13.54,3301352168
232,600499,600499.SH,沪,科达制造,44.1,C-暂缓,16.0,17.6109,18.8595,31.57,18.67,38.24,否,应收增速>营收；FCF/NI<70%,15.94,-25.32,22.18,26.25,19.41,27.9,12.46,14.6,7.7,45.93,0.8495,10.7,0.182,-0.53,38.01,68.17,1819109800
233,002568,002568.SZ,深,百润股份,44.0,C-暂缓,10.0,25.9967,26.9569,38.22,8.85,3.55,否,经营现金流3Y为负,4.31,6.97,-0.86,-10.61,36.97,69.18,21.66,13.2,7.63,42.27,0.7322,12.61,0.7005,-0.05,-3.43,-11.01,880264008
234,600398,600398.SH,沪,海澜之家,44.0,C-暂缓,6.0,12.9978,13.2323,20.59,3.79,4.42,否,股数膨胀>2%,5.22,1.12,12.63,7.25,4.59,44.87,9.86,11.89,6.32,45.49,0.8345,42.61,1.9013,3.6,3.19,-2.6,4482481475
235,688799,688799.SH,科,华纳药厂,44.0,C-暂缓,14.0,26.048,46.7994,34.73,9.61,9.48,否,FCF/NI<70%；股数膨胀>2%,5.18,9.57,24.48,10.42,4.98,60.29,15.16,11.8,8.27,33.11,0.495,370.1,-0.9647,11.87,6.46,64.38,300200511
236,000968,000968.SZ,深,蓝焰控股,43.9,C-暂缓,0.0,23.2826,27.117,41.13,7.93,27.22,否,无,-5.52,-15.8,9.51,-8.58,-1.97,31.41,15.53,5.37,2.92,43.4,0.7668,4.89,1.3813,0.0,-6.87,-24.51,1214784112
237,002444,002444.SZ,深,巨星科技,43.8,C-暂缓,16.0,13.699,14.8306,24.94,11.41,13.47,否,应收增速>营收；FCF/NI<70%,5.16,21.12,12.28,16.92,4.65,32.72,17.5,14.37,10.99,18.97,0.2341,89.81,0.533,-0.22,-0.87,8.5,2309961219
238,002939,002939.SZ,深,长城证券,43.8,C-暂缓,0.0,13.5157,13.4878,43.64,-5.43,8.98,否,无,18.45,37.06,nan,-17.84,nan,,45.28,7.48,1.82,76.02,3.1701,,3.1595,0.0,29.24,47.63,7543447077
239,000950,000950.SZ,深,重药控股,43.7,C-暂缓,0.0,21.7164,23.3481,26.05,12.76,-14.6,否,无,6.72,-23.47,38.21,8.18,8.49,7.21,0.63,3.16,0.78,75.01,3.0016,1.81,0.875,-0.29,2.34,29.75,754670089
240,002668,002668.SZ,深,TCL智家,43.6,C-暂缓,14.0,10.0637,10.2658,20.67,17.3,nan,否,ROE>40%；应收增速>营收,33.19,32.47,103.91,41.22,19.38,25.23,11.52,50.84,13.99,68.91,2.2165,69.44,0.8227,0.0,0.93,10.01,2545097540
241,000612,000612.SZ,深,焦作万方,43.4,C-暂缓,12.0,9.3414,9.3001,28.65,6.48,13.53,否,增速异常,-0.91,52.32,16.99,-12.82,3.43,22.43,16.49,15.96,12.76,17.59,0.2134,83.78,0.8878,0.0,0.46,81.95,1005955556
242,000791,000791.SZ,深,甘肃能源,43.4,C-暂缓,14.0,11.3031,11.3816,34.01,31.97,41.97,否,FCF/NI<70%；股数膨胀>2%,64.23,104.85,58.79,22.51,206.21,41.65,32.92,16.91,7.94,52.35,1.0986,8.31,0.4748,33.62,4.26,30.11,5151701178
243,000828,000828.SZ,深,东莞控股,43.4,C-暂缓,0.0,11.7228,11.6181,24.62,4.32,-2.65,否,无,-27.69,-1.11,nan,-25.59,nan,67.96,51.64,7.92,4.84,34.72,0.5319,15.68,1.1878,0.0,-8.28,-13.98,2319560004
244,603317,603317.SH,沪,天味食品,43.4,C-暂缓,14.0,19.1579,20.6499,22.31,7.84,10.6,否,应收增速>营收；股数膨胀>2%,8.62,20.96,2.5,82.28,13.05,40.67,17.48,12.75,10.59,16.7,0.2005,3226.31,0.8005,11.74,-0.79,-6.51,588213192
245,002085,002085.SZ,深,万丰奥威,43.2,C-暂缓,0.0,22.7401,25.5437,47.91,8.36,8.32,否,无,-0.81,3.41,3.12,1.61,-1.49,16.96,7.14,11.5,6.28,44.76,0.8103,8.17,0.8346,-0.29,-1.7,35.75,1463761443
246,600061,600061.SH,沪,国投资本,43.2,C-暂缓,0.0,11.8756,11.603,28.65,-0.85,-5.07,否,无,-7.54,1.5,10.84,-3.77,nan,59.35,26.78,5.89,1.15,81.01,4.2659,11.71,3.9937,-0.16,-10.05,13.42,14885318420
247,002096,002096.SZ,深,易普力,43.1,C-暂缓,21.0,15.562,17.2761,39.58,37.52,101.02,否,利润增速显著快于营收；FCF/NI<70%；股数膨胀>2%,62.19,148.69,28.32,51.27,9.96,24.77,8.67,10.46,7.34,30.27,0.4341,71.6,0.68,49.49,15.05,11.77,799585503
248,603816,603816.SH,沪,顾家家居,43.0,C-暂缓,8.0,13.0067,14.5508,33.95,9.63,16.59,否,应收增速>营收,3.65,0.35,4.81,21.77,6.39,32.76,9.31,17.8,10.22,42.75,0.7467,75.25,1.1499,-0.02,8.53,28.98,2774216163
249,002128,002128.SZ,深,电投能源,42.8,C-暂缓,14.0,14.4665,14.9158,22.69,8.45,20.48,否,FCF/NI<70%；股数膨胀>2%,3.97,11.53,2.68,8.0,-8.27,36.83,21.68,15.89,12.08,22.75,0.2945,57.66,0.2234,5.27,0.86,11.22,9207479881
250,301015,301015.SZ,创,百洋医药,42.5,C-暂缓,0.0,26.4647,32.9201,20.14,5.01,15.59,否,无,-0.01,5.62,45.12,-10.46,11.27,37.47,7.62,21.39,7.51,66.2,1.9586,7.87,1.1294,0.03,-7.26,-25.44,934453605
251,600380,600380.SH,沪,健康元,42.4,C-暂缓,10.0,13.7481,14.0203,30.47,2.39,2.13,否,经营现金流3Y为负,-3.9,-0.34,-0.72,-4.28,-4.75,62.44,18.83,12.0,8.06,31.19,0.4533,34.28,1.1099,-1.75,-2.58,-3.95,3891842484
252,688117,688117.SH,科,圣诺生物,42.4,C-暂缓,26.0,27.8337,27.0978,46.24,14.38,21.35,否,增速异常；FCF/NI<70%；股数膨胀>2%,23.28,34.78,23.12,13.55,35.4,57.65,21.29,15.98,8.81,45.33,0.8292,11.7,0.2076,25.3,62.57,216.82,178445997
253,000603,000603.SZ,深,盛达资源,42.1,C-暂缓,16.0,29.6331,29.6582,50.25,8.49,8.6,否,应收增速>营收；FCF/NI<70%,9.41,7.32,20.7,48.12,11.52,57.61,25.37,16.61,9.1,44.47,0.8008,10.49,0.2706,0.0,22.26,31.63,868179630
254,002736,002736.SZ,深,国信证券,42.0,C-暂缓,6.0,9.2707,9.29,39.46,5.15,10.84,否,股数膨胀>2%,15.0,22.09,nan,-17.88,nan,,45.87,8.85,2.05,77.18,3.3821,,1.5111,2.14,19.72,34.77,17073211193
255,601066,601066.SH,沪,中信建投,41.9,C-暂缓,0.0,15.2912,15.0636,21.08,-0.02,-0.17,否,无,-5.42,7.94,27.58,-3.24,nan,,40.54,8.38,1.52,82.4,4.6818,,8.7288,0.0,10.38,30.66,83051673234
256,603393,603393.SH,沪,新天然气,41.9,C-暂缓,8.0,18.0943,17.6541,44.61,13.18,-0.92,否,FCF/NI<70%,4.72,-28.74,10.51,5.54,23.63,41.95,14.65,5.3,2.87,48.37,0.9369,4.81,-2.1343,0.0,3.89,-52.28,2479366852
257,688513,688513.SH,科,苑东生物,41.9,C-暂缓,14.0,29.0103,40.6449,43.39,7.63,8.96,否,FCF/NI<70%；股数膨胀>2%,4.39,3.53,20.36,9.8,17.53,75.25,20.55,9.54,7.6,19.98,0.2497,115.03,0.6545,13.7,-1.36,14.83,264941204
258,002056,002056.SZ,深,横店东磁,41.7,C-暂缓,8.0,19.6812,23.3272,36.17,22.75,15.79,否,应收增速>营收,5.11,8.2,4.12,15.94,42.35,17.82,9.36,19.82,8.18,59.68,1.4802,42.89,0.8854,0.0,21.7,15.59,3258111466
259,603235,603235.SH,沪,天新药业,41.7,C-暂缓,8.0,19.2786,20.9323,23.72,0.36,-7.78,否,FCF/NI<70%,0.58,-1.66,1.23,4.26,6.59,42.31,25.23,12.41,10.03,20.57,0.259,82.78,0.0833,0.0,6.18,-9.16,629362498
260,002637,002637.SZ,深,赞宇科技,41.5,C-暂缓,0.0,27.004,25.9686,32.81,10.97,-14.65,否,无,5.34,nan,50.59,5.5,6.2,7.17,1.24,4.31,1.98,55.89,1.2671,3.9,2.9694,0.0,21.7,29.97,934620469
261,603588,603588.SH,沪,高能环境,41.5,C-暂缓,12.0,15.5188,16.0657,33.19,16.63,10.3,否,增速异常,18.86,11.77,nan,12.33,31.49,18.96,7.06,10.11,3.83,60.41,1.5259,3.51,0.879,-0.05,1.6,91.59,1173436583
262,920186,920186.BJ,北,中科仪,41.5,C-暂缓,33.0,16.4475,124.3886,42.2,30.26,89.61,否,增速异常；利润增速显著快于营收；ROE>40%；FCF/NI<70%,22.75,19.22,6.03,21.82,22.74,26.78,65.35,40.8,25.28,34.17,0.5191,164.85,0.1205,0.0,19.3,337.77,191870232
263,605333,605333.SH,沪,沪光股份,41.4,C-暂缓,14.0,19.488,20.5265,55.94,40.86,45.33,否,FCF/NI<70%；股数膨胀>2%,37.33,127.13,nan,36.27,1.42,14.35,5.67,16.96,5.98,61.75,1.6144,10.48,0.0167,2.04,7.29,-28.21,362488650
264,002140,002140.SZ,深,东华科技,41.2,C-暂缓,8.0,11.6059,14.7171,41.43,13.98,20.78,否,FCF/NI<70%,17.16,19.95,5.09,23.82,3.68,11.24,5.19,10.05,3.24,66.48,1.9833,18.36,-0.3988,-0.03,13.12,31.11,508096468
265,002438,002438.SZ,深,江苏神通,41.2,C-暂缓,8.0,24.6163,25.268,31.67,6.07,5.59,否,应收增速>营收,2.89,7.61,19.42,12.44,1.97,35.21,13.32,7.84,4.61,40.17,0.6714,13.85,1.1045,0.0,-0.65,-3.6,420380301
266,600299,600299.SH,沪,安迪苏,41.2,C-暂缓,14.0,26.272,24.7394,48.48,7.67,-4.77,否,FCF/NI<70%；股数膨胀>2%,5.85,-2.55,24.43,-0.08,0.19,28.31,6.71,6.52,4.62,28.42,0.397,28.32,-0.3201,4.72,10.92,-4.05,3330708477
267,600763,600763.SH,沪,通策医疗,41.2,C-暂缓,14.0,24.7507,31.3934,32.27,6.89,1.54,否,应收增速>营收；股数膨胀>2%,2.33,-1.51,6.56,17.28,-4.78,38.63,20.19,13.18,9.59,24.38,0.3224,20.62,0.9633,11.74,1.37,2.82,810718627
268,603166,603166.SH,沪,福达股份,41.1,C-暂缓,8.0,21.6873,23.9619,49.42,2.35,9.56,否,FCF/NI<70%,20.55,69.0,3.89,7.73,11.71,27.87,15.93,12.54,7.21,43.36,0.7655,22.69,-0.1667,-0.03,20.66,70.87,418922848
269,002850,002850.SZ,深,科达利,41.0,C-暂缓,14.0,27.1633,27.282,22.69,50.28,58.08,否,FCF/NI<70%；股数膨胀>2%,20.69,24.24,63.16,18.27,-7.3,23.72,11.51,13.95,8.32,41.75,0.7167,14.85,0.6628,5.46,26.46,19.26,1901275095
270,600817,600817.SH,沪,宇通重工,41.0,C-暂缓,8.0,17.2742,23.6496,27.01,0.02,-0.82,否,FCF/NI<70%,-0.92,-7.64,nan,-7.84,-7.17,24.71,9.44,12.46,7.48,34.98,0.538,619.77,-0.0811,-0.79,-8.2,29.26,3269667
271,601882,601882.SH,沪,海天精工,41.0,C-暂缓,8.0,23.769,28.548,20.24,15.59,25.47,否,应收增速>营收,1.96,-6.19,39.57,21.4,-1.37,25.7,12.76,15.2,8.52,44.91,0.8152,193.03,0.8537,0.0,0.48,-17.82,592838066
272,002346,002346.SZ,深,柘中股份,40.9,C-暂缓,20.0,17.0012,83.3043,16.05,7.0,22.27,否,增速异常；FCF/NI<70%,5.32,-0.53,30.16,3.46,-25.16,25.83,50.19,14.72,10.5,30.14,0.4314,63.75,0.2686,0.0,-12.59,481.54,123139360
273,603049,603049.SH,沪,中策橡胶,40.8,C-暂缓,8.0,10.0987,10.2825,20.55,9.73,15.7,否,FCF/NI<70%,12.13,50.16,31.44,17.28,3.45,19.66,9.23,19.61,8.55,52.49,1.1048,13.8,-0.312,nan,14.52,9.51,1903845317
274,603456,603456.SH,沪,九洲药业,40.8,C-暂缓,14.0,24.7389,24.8335,25.39,15.78,13.91,否,应收增速>营收；股数膨胀>2%,0.39,-7.5,14.17,14.98,-11.19,36.85,13.23,8.37,6.71,17.09,0.2061,87.74,1.6052,2.16,6.74,20.01,1824246222
275,000551,000551.SZ,深,创元科技,40.7,C-暂缓,14.0,19.3611,21.2986,43.04,5.61,16.17,否,应收增速>营收；股数膨胀>2%,0.32,16.48,13.2,12.31,-4.49,26.49,10.2,11.2,6.81,37.34,0.5959,38.71,1.0199,6.26,0.69,13.3,621729020
276,002034,002034.SZ,深,旺能环境,40.7,C-暂缓,8.0,9.78,9.6577,42.61,13.82,7.35,否,应收增速>营收,-1.07,0.68,5.42,11.75,-26.18,41.78,22.88,10.51,5.21,47.55,0.9066,5.3,1.579,0.35,2.23,35.1,1764695259
277,002430,002430.SZ,深,杭氧股份,40.6,C-暂缓,8.0,22.9565,24.1562,33.26,8.52,3.28,否,FCF/NI<70%,5.61,-6.04,15.61,3.4,0.56,21.0,7.06,9.84,4.37,54.3,1.1882,9.64,0.5242,-0.21,9.96,7.4,2220370021
278,600079,600079.SH,沪,ST人福,40.6,C-暂缓,0.0,15.3432,16.3594,24.39,2.99,8.7,否,无,2.37,-6.72,1.05,7.67,-0.84,48.21,10.4,11.67,6.81,40.11,0.6697,12.18,0.7195,-0.01,-5.79,40.16,2518723812
279,002204,002204.SZ,深,大连重工,40.5,C-暂缓,15.0,16.2816,23.3243,37.68,13.71,64.09,否,利润增速显著快于营收；应收增速>营收,14.43,26.97,180.11,22.68,-1.03,18.38,3.76,7.69,2.19,71.04,2.453,20.77,1.1133,0.0,8.66,17.11,774491495
280,600352,600352.SH,沪,浙江龙盛,40.5,C-暂缓,0.0,20.7066,25.18,26.71,-3.13,-13.53,否,无,-14.4,-13.97,82.78,-8.15,-1.42,30.2,15.91,6.04,2.88,56.26,1.2862,7.48,2.7649,0.0,-16.18,-10.04,5836996154
281,600458,600458.SH,沪,时代新材,40.5,C-暂缓,6.0,19.751,22.4146,36.77,7.32,12.42,否,股数膨胀>2%,12.61,32.1,nan,12.6,12.29,14.64,2.69,7.42,2.55,64.67,1.8305,6.85,2.3421,5.07,7.06,33.17,2182146994
282,300100,300100.SZ,创,双林股份,40.4,C-暂缓,13.0,28.092,30.5197,60.15,8.92,42.53,否,利润增速显著快于营收；股数膨胀>2%,9.42,87.88,20.84,7.11,1.69,20.94,9.18,17.15,7.57,54.06,1.1768,27.73,0.81,12.46,11.67,1.13,781443725
283,603889,603889.SH,沪,新澳股份,40.3,C-暂缓,14.0,10.539,10.8593,42.77,17.32,26.24,否,FCF/NI<70%；股数膨胀>2%,8.55,8.12,4.0,9.93,10.01,19.96,10.22,13.58,8.55,36.54,0.5758,13.64,0.3328,12.58,4.37,14.17,419555049
284,002508,002508.SZ,深,老板电器,40.1,C-暂缓,10.0,12.5064,13.7875,28.09,4.47,-5.99,否,经营现金流3Y为负,-0.51,-7.36,-6.34,-3.85,-5.47,50.19,12.25,10.85,7.23,32.75,0.487,279.99,1.0879,-0.14,-9.78,-20.36,1597826677
285,300119,300119.SZ,创,瑞普生物,40.1,C-暂缓,18.0,21.2293,27.17,25.43,11.18,-0.23,否,经营现金流3Y为负；FCF/NI<70%,17.7,5.14,-8.59,9.83,11.01,41.28,12.78,8.53,5.56,32.28,0.4767,14.32,0.2801,-0.23,10.7,31.72,297533618
286,300416,300416.SZ,创,苏试试验,40.1,C-暂缓,14.0,27.7285,28.8791,35.98,13.66,14.69,否,应收增速>营收；股数膨胀>2%,7.58,-3.06,11.86,19.85,-2.34,41.76,12.63,9.26,5.6,40.68,0.6858,12.81,1.0436,9.53,10.97,4.58,655113502
287,300910,300910.SZ,创,瑞丰新材,40.0,C-暂缓,22.0,14.1382,15.5614,62.07,32.44,32.32,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,4.82,8.05,4.3,33.23,0.21,34.6,21.14,20.56,15.78,24.47,0.324,72.71,0.5785,25.42,11.11,2.43,746801855
288,688349,688349.SH,科,三一重能,40.0,C-暂缓,8.0,20.5997,30.5013,58.23,24.08,-12.26,否,FCF/NI<70%,30.48,-24.47,nan,32.88,48.15,9.7,2.6,5.11,1.64,68.84,2.2092,8.21,-3.0781,1.02,53.89,-60.69,-895531000
289,603194,603194.SH,沪,中力股份,39.8,C-暂缓,16.0,15.7108,16.2527,29.03,23.98,31.47,否,应收增速>营收；FCF/NI<70%,13.12,11.23,0.98,40.86,16.34,29.35,12.01,16.93,10.37,40.12,0.67,92.26,-0.0457,0.0,10.7,1.66,650881045
290,300770,300770.SZ,创,新媒股份,39.6,C-暂缓,18.0,11.9133,11.8902,34.67,5.9,2.79,否,应收增速>营收；经营现金流3Y为负,4.41,-1.52,-8.29,18.42,123.05,47.58,40.57,18.33,14.45,22.42,0.289,3031.91,1.0256,-0.47,3.0,0.29,775735582
291,002011,002011.SZ,深,盾安环境,39.5,C-暂缓,14.0,10.0482,10.8447,36.46,12.05,nan,否,应收增速>营收；股数膨胀>2%,8.72,8.51,4.27,18.8,3.46,18.48,8.19,17.55,8.74,45.82,0.8457,36.49,1.0217,5.42,2.81,2.66,1440192530
292,002372,002372.SZ,深,伟星新材,39.4,C-暂缓,10.0,15.3322,20.8696,34.91,1.06,-9.29,否,经营现金流3Y为负,-8.19,-17.57,-8.35,-0.75,-0.58,40.98,13.64,14.46,11.28,23.06,0.2997,736.01,1.2891,-0.0,-14.12,-23.51,1178385379
